ID materiału,Etap,Sesje docelowe,Brief,Prompt lub dokładny tekst,Źródło,Model i wersja,Plan/licencja,Data,Plik master,Eksport,Status,Uwagi z telefonu
A08_B,PO PRZEGLĄDZIE PILOTA,quiet-night-10; sleep-faster-routine; night-nervous-system-unwind; overthinking-night; sleep-downshift; evening-unwind,noc; opcjonalnie Sleep po oddzielnym przeglądzie; master docelowo 3–5 min,"Instrumental ambient sound bed for a spoken mindfulness practice. Extremely sparse soft non-vocal ambient texture, stable dynamics, no bright accents.. Very low event density, restrained harmonic movement, smooth sustained textures, no vocals, chanting, humming, whispering, breathing, spoken words, percussion hits, sudden swells or dramatic ending. Leave space for a warm female speaking voice. No medical or frequency-treatment concept. Stable middle section suitable for careful loop editing. No recognizable melody or imitation of a named artist.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,02_music/A08_B_v01_master.wav,"Codex: osobne tło, mastering i loop",DO PRZYGOTOWANIA; PRAWA DO SPRAWDZENIA,
BREATH_A_inhale_03s,PO WYBORZE WYKONANIA,longer-exhale; energy-up-breath,"Naturalne ludzkie wykonanie inhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_inhale_03s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_A_inhale_04s,PO WYBORZE WYKONANIA,90s-calm-down; box-breathing; sleep-downshift; focus-breath; wired-steady; 3min-breath,"Naturalne ludzkie wykonanie inhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_inhale_04s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_A_inhale_05s,PILOT ODDECHU,equal-rhythm; anxiety-slow-cycle,"Naturalne ludzkie wykonanie inhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_inhale_05s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_A_exhale_03s,PO WYBORZE WYKONANIA,energy-up-breath,"Naturalne ludzkie wykonanie exhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_exhale_03s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_A_exhale_04s,PO WYBORZE WYKONANIA,box-breathing; focus-breath; 3min-breath,"Naturalne ludzkie wykonanie exhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_exhale_04s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_A_exhale_05s,PILOT ODDECHU,equal-rhythm; wired-steady,"Naturalne ludzkie wykonanie exhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_exhale_05s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_A_exhale_06s,PO WYBORZE WYKONANIA,90s-calm-down; longer-exhale,"Naturalne ludzkie wykonanie exhale, plik fazy 6 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 6 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_exhale_06s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_A_exhale_07s,PO WYBORZE WYKONANIA,anxiety-slow-cycle,"Naturalne ludzkie wykonanie exhale, plik fazy 7 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 7 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_exhale_07s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_A_exhale_08s,PO WYBORZE WYKONANIA,sleep-downshift,"Naturalne ludzkie wykonanie exhale, plik fazy 8 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 8 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_A_exhale_08s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_inhale_03s,PO WYBORZE WYKONANIA,longer-exhale; energy-up-breath,"Naturalne ludzkie wykonanie inhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_inhale_03s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_inhale_04s,PO WYBORZE WYKONANIA,90s-calm-down; box-breathing; sleep-downshift; focus-breath; wired-steady; 3min-breath,"Naturalne ludzkie wykonanie inhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_inhale_04s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_inhale_05s,PILOT ODDECHU,equal-rhythm; anxiety-slow-cycle,"Naturalne ludzkie wykonanie inhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_inhale_05s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_exhale_03s,PO WYBORZE WYKONANIA,energy-up-breath,"Naturalne ludzkie wykonanie exhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_exhale_03s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_exhale_04s,PO WYBORZE WYKONANIA,box-breathing; focus-breath; 3min-breath,"Naturalne ludzkie wykonanie exhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_exhale_04s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_exhale_05s,PILOT ODDECHU,equal-rhythm; wired-steady,"Naturalne ludzkie wykonanie exhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_exhale_05s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_exhale_06s,PO WYBORZE WYKONANIA,90s-calm-down; longer-exhale,"Naturalne ludzkie wykonanie exhale, plik fazy 6 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 6 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_exhale_06s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_exhale_07s,PO WYBORZE WYKONANIA,anxiety-slow-cycle,"Naturalne ludzkie wykonanie exhale, plik fazy 7 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 7 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_exhale_07s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_B_exhale_08s,PO WYBORZE WYKONANIA,sleep-downshift,"Naturalne ludzkie wykonanie exhale, plik fazy 8 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 8 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_B_exhale_08s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_C_inhale_03s,PO WYBORZE WYKONANIA,longer-exhale; energy-up-breath,"Naturalne ludzkie wykonanie inhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_C_inhale_03s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_C_inhale_04s,PO WYBORZE WYKONANIA,90s-calm-down; box-breathing; sleep-downshift; focus-breath; wired-steady; 3min-breath,"Naturalne ludzkie wykonanie inhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_C_inhale_04s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_C_inhale_05s,PILOT ODDECHU,equal-rhythm; anxiety-slow-cycle,"Naturalne ludzkie wykonanie inhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie inhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_C_inhale_05s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_C_exhale_03s,PO WYBORZE WYKONANIA,energy-up-breath,"Naturalne ludzkie wykonanie exhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 3 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_C_exhale_03s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_C_exhale_04s,PO WYBORZE WYKONANIA,box-breathing; focus-breath; 3min-breath,"Naturalne ludzkie wykonanie exhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 4 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_C_exhale_04s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_C_exhale_05s,PILOT ODDECHU,equal-rhythm; wired-steady,"Naturalne ludzkie wykonanie exhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 5 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_C_exhale_05s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_C_exhale_06s,PO WYBORZE WYKONANIA,90s-calm-down; longer-exhale,"Naturalne ludzkie wykonanie exhale, plik fazy 6 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 6 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_C_exhale_06s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
BREATH_C_exhale_07s,PO WYBORZE WYKONANIA,anxiety-slow-cycle,"Naturalne ludzkie wykonanie exhale, plik fazy 7 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów","BRIEF NAGRAŃ, NIE PROMPT GENERATORA: Naturalne ludzkie wykonanie exhale, plik fazy 7 s; bez syntetycznego zamiennika; łagodne granice, bez artefaktów",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,04_human_breath/BREATH_C_exhale_07s_v01.wav,Codex: osobna warstwa faz; hold/rest bez dźwięku,BRAK ŹRÓDŁA; NIEZATWIERDZONE,
